time,type,value,duration
2:18:15.4061,state,working,1
2:18:16.2061,state,idle,0
2:18:16.2061,state,working,7
2:18:23.5851,state,idle,0
2:18:23.5851,state,working,7
2:18:30.4732,state,idle,0
2:18:30.4732,state,working,9
2:18:39.5644,state,idle,0
2:18:39.5644,state,working,55
2:19:34.4387,state,idle,0
2:19:34.4387,state,working,2
2:19:36.3124,state,idle,0
2:19:36.3124,state,working,1
2:19:37.1124,state,idle,0
2:19:37.1124,state,working,2
2:19:38.6355,state,idle,0
2:19:38.6355,state,working,31
2:20:09.1507,state,idle,0
2:20:09.1507,state,working,4
2:20:13.3799,state,idle,0
2:20:13.3799,state,working,8
2:20:21.6900,state,idle,0
2:20:21.6900,state,working,6
2:20:27.6639,state,idle,0
2:20:27.6639,state,working,2
2:20:29.3263,state,idle,0
2:20:29.3263,state,working,1
2:20:30.1263,state,idle,0
2:20:30.1263,state,working,28
2:20:58.4632,state,idle,0
2:20:58.4632,state,working,1
2:20:59.2632,state,idle,0
2:20:59.2632,state,working,14
2:21:13.2584,state,idle,0
2:21:13.2584,state,working,17
2:21:30.4982,state,idle,0
2:21:30.4982,state,working,1
2:21:31.5091,state,idle,0
2:21:31.5091,state,working,9
2:21:40.8717,state,idle,0
2:21:40.8717,state,working,1
2:21:41.6717,state,idle,0
2:21:41.6717,state,working,10
2:21:51.6301,state,idle,0
2:21:51.6301,state,working,3
2:21:54.2290,state,idle,0
2:21:54.2290,state,working,19
2:22:13.4256,state,idle,0
2:22:13.4256,state,working,4
2:22:17.4540,state,idle,0
2:22:17.4540,state,working,1
2:22:18.5459,state,idle,0
2:22:18.5459,state,working,32
2:22:50.9246,state,idle,0
2:22:50.9246,state,working,20
2:23:10.9573,state,idle,0
2:23:10.9573,state,working,18
2:23:28.8179,state,idle,0
2:23:28.8179,state,working,12
2:23:40.5824,state,idle,0
2:23:40.5824,state,working,2
2:23:42.1241,state,idle,0
2:23:42.1241,state,working,1
2:23:42.9241,state,idle,0
2:23:42.9241,state,working,17
2:23:59.6232,state,idle,0
2:23:59.6232,state,working,6
2:24:05.4012,state,idle,0
2:24:05.4012,state,working,20
2:24:25.4658,state,idle,0
2:24:25.4658,state,working,17
2:24:42.9143,state,idle,0
2:24:42.9143,state,working,10
2:24:52.5803,state,idle,0
2:24:52.5803,state,working,7
2:24:59.8441,state,idle,0
2:24:59.8441,state,working,8
2:25:08.2918,state,idle,0
2:25:08.2918,state,working,13
2:25:21.2834,state,idle,0
2:25:21.2834,state,working,1
2:25:22.0834,state,idle,0
2:25:22.0834,state,working,9
2:25:31.1052,state,idle,0
2:25:31.1052,state,working,5
2:25:36.0525,state,idle,0
2:25:36.0525,state,working,1
2:25:36.8525,state,idle,0
2:25:36.8525,state,working,9
2:25:45.9703,state,idle,0
2:25:45.9703,state,working,13
2:25:59.3352,state,idle,0
2:25:59.3352,state,working,4
2:26:03.5430,state,idle,0
2:26:03.5430,state,working,2
2:26:05.6630,state,idle,0
2:26:05.6630,state,working,2
2:26:07.4347,state,idle,0
2:26:07.4347,state,working,42
2:26:49.8734,state,idle,0
2:26:49.8734,state,working,8
2:26:57.8583,state,idle,0
2:26:57.8583,state,working,12
2:27:09.5505,state,idle,0
2:27:09.5505,state,working,14
2:27:23.0707,state,idle,0
2:27:23.0707,state,working,13
2:27:36.1964,state,idle,0
2:27:36.1964,state,working,26
2:28:01.7231,state,idle,0
2:28:01.7231,state,working,27
2:28:28.6230,state,idle,0
2:28:28.6230,state,working,1
2:28:29.6272,state,idle,0
2:28:29.6272,state,working,22
2:28:52.0282,state,idle,0
2:28:52.0282,state,working,8
2:29:00.2895,state,idle,0
2:29:00.2895,state,working,4
2:29:04.2600,state,idle,0
2:29:04.2600,state,working,37
2:29:40.7731,state,idle,0
2:29:40.7731,state,working,1
2:29:41.5731,state,idle,0
2:29:41.5731,state,working,3
2:29:44.6984,state,idle,0
2:29:44.6984,state,working,5
2:29:49.7124,state,idle,0
2:29:49.7124,state,working,8
2:29:57.6862,state,idle,0
2:29:57.6862,state,working,1
2:29:58.4862,state,idle,0
2:29:58.4862,state,working,21
2:30:19.8388,state,idle,0
2:30:19.8388,state,working,1
2:30:20.6388,state,idle,0
2:30:20.6388,state,working,3
2:30:23.7329,state,idle,0
2:30:23.7329,state,working,6
2:30:29.4372,state,idle,0
2:30:29.4372,state,working,22
2:30:51.5853,state,idle,0
2:30:51.5853,state,working,30
2:31:21.7612,state,idle,0
2:31:21.7612,state,working,1
2:31:22.5612,state,idle,0
2:31:22.5612,state,working,1
2:31:23.3612,state,idle,0
2:31:23.3612,state,working,5
2:31:27.8998,state,idle,0
2:31:27.8998,state,working,6
2:31:33.6138,state,idle,0
2:31:33.6138,state,working,5
2:31:38.1790,state,idle,0
2:31:38.1790,state,working,12
2:31:50.0647,state,idle,0
2:31:50.0647,state,working,1
2:31:50.9676,state,idle,0
2:31:50.9676,state,working,5
2:31:56.2201,state,idle,0
2:31:56.2201,state,working,1
2:31:57.0201,state,idle,0
2:31:57.0201,state,working,8
2:32:04.7612,state,idle,0
2:32:04.7612,state,working,10
2:32:14.8278,state,idle,0
2:32:14.8278,state,working,6
2:32:20.7612,state,idle,0
2:32:20.7612,state,working,8
2:32:28.7612,state,idle,0
2:32:28.7612,state,working,8
2:32:36.9645,state,idle,0
2:32:36.9645,state,working,8
2:32:44.7612,state,idle,0
2:32:44.7612,state,working,8
2:32:52.7612,state,idle,0
2:32:52.7612,state,working,8
2:33:00.7612,state,idle,0
2:33:00.7612,state,working,10
2:33:10.3316,state,idle,0
2:33:10.3316,state,working,6
2:33:16.7612,state,idle,0
2:33:16.7612,state,working,8
2:33:24.7612,state,idle,0
2:33:24.7612,state,working,12
2:33:36.9541,state,idle,0
2:33:36.9541,state,working,18
2:33:55.1830,state,idle,0
2:33:55.1830,state,working,1
2:33:55.9830,state,idle,0
2:33:55.9830,state,working,3
2:33:59.2892,state,idle,0
2:33:59.2892,state,working,5
2:34:04.7612,state,idle,0
2:34:04.7612,state,working,38
2:34:42.4094,state,idle,0
2:34:42.4094,state,working,10
2:34:52.6420,state,idle,0
2:34:52.6420,state,working,1
2:34:53.6444,state,idle,0
2:34:53.6444,state,working,9
2:35:02.2011,state,idle,0
2:35:02.2011,state,working,11
2:35:12.7721,state,idle,0
2:35:12.7721,state,working,5
2:35:17.5031,state,idle,0
2:35:17.5031,state,working,11
2:35:28.4260,state,idle,0
2:35:28.4260,state,working,1
2:35:29.2260,state,idle,0
2:35:29.2260,state,working,3
2:35:31.9568,state,idle,0
2:35:31.9568,state,working,4
2:35:35.7548,state,idle,0
2:35:35.7548,state,working,3
2:35:38.7110,state,idle,0
2:35:38.7110,state,working,2
2:35:40.7612,state,idle,0
2:35:40.7612,state,working,8
2:35:48.7612,state,idle,0
2:35:48.7612,state,working,43
2:36:31.8288,state,idle,0
2:36:31.8288,state,working,2
2:36:33.6589,state,idle,0
2:36:33.6589,state,working,2
2:36:35.4434,state,idle,0
2:36:35.4434,state,working,10
2:36:45.6735,state,idle,0
2:36:45.6735,state,working,13
2:36:58.9704,state,idle,0
2:36:58.9704,state,working,11
2:37:10.2604,state,idle,0
2:37:10.2604,state,working,18
2:37:28.5843,state,idle,0
2:37:28.5843,state,working,13
2:37:42.0273,state,idle,0
2:37:42.0273,state,working,1
2:37:42.8273,state,idle,0
2:37:42.8273,state,working,10
2:37:52.5785,state,idle,0
2:37:52.5785,state,working,2
2:37:54.5235,state,idle,0
2:37:54.5235,state,working,4
2:37:58.7087,state,idle,0
2:37:58.7087,state,working,4
2:38:02.4549,state,idle,0
2:38:02.4549,state,working,2
2:38:04.8156,state,idle,0
2:38:04.8156,state,working,1
2:38:05.9368,state,idle,0
2:38:05.9368,state,working,3
2:38:09.0273,state,idle,0
2:38:09.0273,state,working,11
2:38:20.3131,state,idle,0
2:38:20.3131,state,working,5
2:38:25.0273,state,idle,0
2:38:25.0273,state,working,8
2:38:33.0273,state,idle,0
2:38:33.0273,state,working,11
2:38:43.6467,state,idle,0
2:38:43.6467,state,working,13
2:38:56.2585,state,idle,0
2:38:56.2585,state,working,6
2:39:02.6749,state,idle,0
2:39:02.6749,state,working,4
2:39:06.9566,state,idle,0
2:39:06.9566,state,working,6
2:39:13.0273,state,idle,0
2:39:13.0273,state,working,8
2:39:21.0273,state,idle,0
2:39:21.0273,state,working,8
2:39:29.0273,state,idle,0
2:39:29.0273,state,working,8
2:39:37.0273,state,idle,0
2:39:37.0273,state,working,9
2:39:46.0538,state,idle,0
2:39:46.0538,state,working,23
2:40:09.2391,state,idle,0
2:40:09.2391,state,working,1
2:40:10.2666,state,idle,0
2:40:10.2666,state,working,1
2:40:11.0666,state,idle,0
2:40:11.0666,state,working,11
2:40:21.7709,state,idle,0
2:40:21.7709,state,working,4
2:40:25.3431,state,idle,0
2:40:25.3431,state,working,8
2:40:33.0273,state,idle,0
2:40:33.0273,state,working,24
2:40:56.7081,state,idle,0
2:40:56.7081,state,working,4
2:41:00.3682,state,idle,0
2:41:00.3682,state,working,12
2:41:12.5543,state,idle,0
2:41:12.5543,state,working,11
2:41:23.6589,state,idle,0
2:41:23.6589,state,working,1
2:41:24.7392,state,idle,0
2:41:24.7392,state,working,5
2:41:29.9539,state,idle,0
2:41:29.9539,state,working,7
2:41:37.2307,state,idle,0
2:41:37.2307,state,working,12
2:41:48.8570,state,idle,0
2:41:48.8570,state,working,3
2:41:51.4070,state,idle,0
2:41:51.4070,state,working,2
2:41:53.0273,state,idle,0
2:41:53.0273,state,working,8
2:42:01.0273,state,idle,0
2:42:01.0273,state,working,8
2:42:09.0273,state,idle,0
2:42:09.0273,state,working,8
2:42:17.0273,state,idle,0
2:42:17.0273,state,working,8
2:42:25.0273,state,idle,0
2:42:25.0273,state,working,8
2:42:33.0273,state,idle,0
2:42:33.0273,state,working,8
2:42:41.0273,state,idle,0
2:42:41.0273,state,working,11
2:42:52.1017,state,idle,0
2:42:52.1017,state,working,14
2:43:05.9428,state,idle,0
2:43:05.9428,state,working,1
2:43:07.0803,state,idle,0
2:43:07.0803,state,working,6
2:43:13.0273,state,idle,0
2:43:13.0273,state,working,12
2:43:24.6222,state,idle,0
2:43:24.6222,state,working,4
2:43:29.0273,state,idle,0
2:43:29.0273,state,working,8
2:43:37.0273,state,idle,0
2:43:37.0273,state,working,8
2:43:45.0273,state,idle,0
2:43:45.0273,state,working,8
2:43:53.0273,state,idle,0
2:43:53.0273,state,working,14
2:44:06.6363,state,idle,0
2:44:06.6363,state,working,5
2:44:11.5724,state,idle,0
2:44:11.5724,state,working,6
2:44:17.4150,state,idle,0
2:44:17.4150,state,working,12
2:44:29.1684,state,idle,0
2:44:29.1684,state,working,6
2:44:35.5104,state,idle,0
2:44:35.5104,state,working,6
2:44:41.0273,state,idle,0
2:44:41.0273,state,working,8
2:44:49.0273,state,idle,0
2:44:49.0273,state,working,8
2:44:57.0273,state,idle,0
2:44:57.0273,state,working,8
2:45:05.0273,state,idle,0
2:45:05.0273,state,working,8
2:45:13.0273,state,idle,0
2:45:13.0273,state,working,8
2:45:21.0273,state,idle,0
2:45:21.0273,state,working,8
2:45:29.0273,state,idle,0
2:45:29.0273,state,working,8
2:45:37.0273,state,idle,0
2:45:37.0273,state,working,9
2:45:46.1775,state,idle,0
2:45:46.1775,state,working,8
2:45:53.7743,state,idle,0
2:45:53.7743,state,working,7
2:46:01.0273,state,idle,0
2:46:01.0273,state,working,27
2:46:27.9590,state,idle,0
2:46:27.9590,state,working,5
2:46:33.3752,state,idle,0
2:46:33.3752,state,working,30
2:47:03.4179,state,idle,0
2:47:03.4179,state,working,2
2:47:05.8120,state,idle,0
2:47:05.8120,state,working,17
2:47:22.6032,state,idle,0
2:47:22.6032,state,working,12
2:47:34.8675,state,idle,0
2:47:34.8675,state,working,4
2:47:39.2194,state,idle,0
2:47:39.2194,state,working,2
2:47:40.7774,state,idle,0
2:47:40.7774,state,working,1
2:47:41.5774,state,idle,0
2:47:41.5774,state,working,4
2:47:45.5817,state,idle,0
2:47:45.5817,state,working,10
2:47:55.9250,state,idle,0
2:47:55.9250,state,working,1
2:47:56.7250,state,idle,0
2:47:56.7250,state,working,2
2:47:58.7212,state,idle,0
2:47:58.7212,state,working,12
2:48:10.3323,state,idle,0
2:48:10.3323,state,working,12
2:48:22.2405,state,idle,0
2:48:22.2405,state,working,2
2:48:24.0654,state,idle,0
2:48:24.0654,state,working,7
2:48:30.7033,state,idle,0
2:48:30.7033,state,working,4
2:48:34.6828,state,idle,0
2:48:34.6828,state,working,7
2:48:41.8675,state,idle,0
2:48:41.8675,state,working,12
2:48:53.8539,state,idle,0
2:48:53.8539,state,working,10
2:49:03.8077,state,idle,0
2:49:03.8077,state,working,9
2:49:12.4306,state,idle,0
2:49:12.4306,state,working,33
2:49:45.6434,state,idle,0
2:49:45.6434,state,working,10
2:49:55.2323,state,idle,0
2:49:55.2323,state,working,7
2:50:02.0077,state,idle,0
2:50:02.0077,state,working,4
2:50:05.7690,state,idle,0
2:50:05.7690,state,working,8
2:50:14.0009,state,idle,0
2:50:14.0009,state,working,4
2:50:18.4617,state,idle,0
2:50:18.4617,state,working,8
2:50:25.9797,state,idle,0
2:50:25.9797,state,working,1
2:50:26.8112,state,idle,0
2:50:26.8112,state,working,1
2:50:27.6112,state,idle,0
2:50:27.6112,state,working,4
2:50:31.2494,state,idle,0
2:50:31.2494,state,working,4
2:50:34.8836,state,idle,0
2:50:34.8836,state,working,7
2:50:41.8675,state,idle,0
2:50:41.8675,state,working,8
2:50:49.8675,state,idle,0
2:50:49.8675,state,working,12
2:51:01.7161,state,idle,0
2:51:01.7161,state,working,4
2:51:05.8675,state,idle,0
2:51:05.8675,state,working,22
2:51:28.3169,state,idle,0
2:51:28.3169,state,working,23
2:51:51.6420,state,idle,0
2:51:51.6420,state,working,23
2:52:14.2334,state,idle,0
2:52:14.2334,state,working,4
2:52:17.9796,state,idle,0
2:52:17.9796,state,working,1
2:52:18.7796,state,idle,0
2:52:18.7796,state,working,6
2:52:24.5815,state,idle,0
2:52:24.5815,state,working,2
2:52:26.6414,state,idle,0
2:52:26.6414,state,working,19
2:52:45.5840,state,idle,0
2:52:45.5840,state,working,9
2:52:54.6263,state,idle,0
2:52:54.6263,state,working,5
2:52:59.1578,state,idle,0
2:52:59.1578,state,working,1
2:53:00.1529,state,idle,0
2:53:00.1529,state,working,1
2:53:01.5102,state,idle,0
2:53:01.5102,state,working,5
2:53:06.0528,state,idle,0
2:53:06.0528,state,working,3
2:53:08.5976,state,idle,0
2:53:08.5976,state,working,7
2:53:15.3641,state,idle,0
2:53:15.3641,state,working,11
2:53:25.8815,state,idle,0
2:53:25.8815,state,working,3
2:53:29.2334,state,idle,0
2:53:29.2334,state,working,8
2:53:37.2334,state,idle,0
2:53:37.2334,state,working,8
2:53:45.2334,state,idle,0
2:53:45.2334,state,working,8
2:53:53.2334,state,idle,0
2:53:53.2334,state,working,8
2:54:01.2334,state,idle,0
2:54:01.2334,state,working,8
2:54:09.2334,state,idle,0
2:54:09.2334,state,working,8
2:54:17.2334,state,idle,0
2:54:17.2334,state,working,16
2:54:33.4079,state,idle,0
2:54:33.4079,state,working,4
2:54:37.6811,state,idle,0
2:54:37.6811,state,working,11
2:54:49.1206,state,idle,0
2:54:49.1206,state,working,7
2:54:56.2981,state,idle,0
2:54:56.2981,state,working,5
2:55:00.8321,state,idle,0
2:55:00.8321,state,working,26
2:55:26.5272,state,idle,0
2:55:26.5272,state,working,5
2:55:31.8926,state,idle,0
2:55:31.8926,state,working,7
2:55:38.6649,state,idle,0
2:55:38.6649,state,working,15
2:55:53.7851,state,idle,0
2:55:53.7851,state,working,3
2:55:56.5976,state,idle,0
2:55:56.5976,state,working,1
2:55:57.3976,state,idle,0
2:55:57.3976,state,working,12
2:56:09.8183,state,idle,0
2:56:09.8183,state,working,3
2:56:12.4651,state,idle,0
2:56:12.4651,state,working,2
2:56:14.3094,state,idle,0
2:56:14.3094,state,working,4
2:56:18.2255,state,idle,0
2:56:18.2255,state,working,7
2:56:25.2334,state,idle,0
2:56:25.2334,state,working,13
2:56:38.0303,state,idle,0
2:56:38.0303,state,working,3
2:56:41.2334,state,idle,0
2:56:41.2334,state,working,8
2:56:49.2334,state,idle,0
2:56:49.2334,state,working,9
2:56:58.2140,state,idle,0
2:56:58.2140,state,working,7
2:57:05.2334,state,idle,0
2:57:05.2334,state,working,19
2:57:24.0880,state,idle,0
2:57:24.0880,state,working,9
2:57:32.8822,state,idle,0
2:57:32.8822,state,working,1
2:57:33.6822,state,idle,0
2:57:33.6822,state,working,8
2:57:41.9179,state,idle,0
2:57:41.9179,state,working,3
2:57:45.2334,state,idle,0
2:57:45.2334,state,working,8
2:57:53.5016,state,idle,0
2:57:53.5016,state,working,8
2:58:01.2334,state,idle,0
2:58:01.2334,state,working,8
2:58:09.2334,state,idle,0
2:58:09.2334,state,working,8
2:58:17.2334,state,idle,0
2:58:17.2334,state,working,8
2:58:25.2334,state,idle,0
2:58:25.2334,state,working,8
2:58:33.2334,state,idle,0
2:58:33.2334,state,working,9
2:58:41.8594,state,idle,0
2:58:41.8594,state,working,7
2:58:49.2334,state,idle,0
2:58:49.2334,state,working,36
2:59:25.1482,state,idle,0
2:59:25.1482,state,working,1
2:59:26.0350,state,idle,0
2:59:26.0350,state,working,22
2:59:48.0816,state,idle,0
2:59:48.0816,state,working,8
2:59:55.7445,state,idle,0
2:59:55.7445,state,working,5
3:00:00.9283,state,idle,0
3:00:00.9283,state,working,15
3:00:16.0678,state,idle,0
3:00:16.0678,state,working,4
3:00:20.1102,state,idle,0
3:00:20.1102,state,working,5
3:00:24.9305,state,idle,0
3:00:24.9305,state,working,11
3:00:36.0233,state,idle,0
3:00:36.0233,state,working,1
3:00:37.4515,state,idle,0
3:00:37.4515,state,working,1
3:00:38.6773,state,idle,0
3:00:38.6773,state,working,10
3:00:48.5807,state,idle,0
3:00:48.5807,state,working,1
3:00:49.3807,state,idle,0
3:00:49.3807,state,working,3
3:00:52.1948,state,idle,0
3:00:52.1948,state,working,15
3:01:07.1199,state,idle,0
3:01:07.1199,state,working,2
3:01:09.2235,state,idle,0
3:01:09.2235,state,working,20
3:01:29.1427,state,idle,0
3:01:29.1427,state,working,9
3:01:37.9297,state,idle,0
3:01:37.9297,state,working,5
3:01:43.1078,state,idle,0
3:01:43.1078,state,working,23
3:02:06.2484,state,idle,0
3:02:06.2484,state,working,31
3:02:37.0865,state,idle,0
3:02:37.0865,state,working,9
3:02:46.5294,state,idle,0
3:02:46.5294,state,working,1
3:02:48.0029,state,idle,0
3:02:48.0029,state,working,17
3:03:04.9676,state,idle,0
3:03:04.9676,state,working,15
3:03:20.2432,state,idle,0
3:03:20.2432,state,working,16
3:03:35.8657,state,idle,0
3:03:35.8657,state,working,7
3:03:42.4422,state,idle,0
3:03:42.4422,state,working,11
3:03:53.9037,state,idle,0
3:03:53.9037,state,working,15
3:04:08.5195,state,idle,0
3:04:08.5195,state,working,1
3:04:09.8805,state,idle,0
3:04:09.8805,state,working,1
3:04:10.6805,state,idle,0
3:04:10.6805,state,working,14
3:04:24.5125,state,idle,0
3:04:24.5125,state,working,16
3:04:40.8767,state,idle,0
3:04:40.8767,state,working,11
3:04:51.6510,state,idle,0
3:04:51.6510,state,working,9
3:05:00.8474,state,idle,0
3:05:00.8474,state,working,9
3:05:10.1267,state,idle,0
3:05:10.1267,state,working,4
3:05:13.7718,state,idle,0
3:05:13.7718,state,working,1
3:05:14.8874,state,idle,0
3:05:14.8874,state,working,6
3:05:20.6324,state,idle,0
3:05:20.6324,state,working,19
3:05:40.0593,state,idle,0
3:05:40.0593,state,working,1
3:05:40.9565,state,idle,0
3:05:40.9565,state,working,10
3:05:50.7984,state,idle,0
3:05:50.7984,state,working,7
3:05:57.6643,state,idle,0
3:05:57.6643,state,working,2
3:05:59.3264,state,idle,0
3:05:59.3264,state,working,8
3:06:07.2103,state,idle,0
3:06:07.2103,state,working,1
3:06:08.0103,state,idle,0
3:06:08.0103,state,working,3
3:06:10.8465,state,idle,0
3:06:10.8465,state,working,2
3:06:13.3395,state,idle,0
3:06:13.3395,state,working,10
3:06:23.0094,state,idle,0
3:06:23.0094,state,working,26
3:06:49.3262,state,idle,0
3:06:49.3262,state,working,36
3:07:24.8293,state,idle,0
3:07:24.8293,state,working,8
3:07:32.9299,state,idle,0
3:07:32.9299,state,working,2
3:07:35.3087,state,idle,0
3:07:35.3087,state,working,8
3:07:43.4180,state,idle,0
3:07:43.4180,state,working,1
3:07:44.6409,state,idle,0
3:07:44.6409,state,working,6
3:07:50.9648,state,idle,0
3:07:50.9648,state,working,1
3:07:51.7648,state,idle,0
3:07:51.7648,state,working,6
3:07:57.6361,state,idle,0
3:07:57.6361,state,working,1
3:07:58.6363,state,idle,0
3:07:58.6363,state,working,4
3:08:02.4514,state,idle,0
3:08:02.4514,state,working,5
3:08:07.9299,state,idle,0
3:08:07.9299,state,working,8
3:08:15.9299,state,idle,0
3:08:15.9299,state,working,8
3:08:23.9299,state,idle,0
3:08:23.9299,state,working,8
3:08:31.9299,state,idle,0
3:08:31.9299,state,working,8
3:08:39.9299,state,idle,0
3:08:39.9299,state,working,8
3:08:47.9299,state,idle,0
3:08:47.9299,state,working,8
3:08:55.9299,state,idle,0
3:08:55.9299,state,working,8
3:09:03.9299,state,idle,0
3:09:03.9299,state,working,8
3:09:11.9299,state,idle,0
3:09:11.9299,state,working,20
3:09:31.8510,state,idle,0
3:09:31.8510,state,working,11
3:09:42.7624,state,idle,0
3:09:42.7624,state,working,4
3:09:46.9053,state,idle,0
3:09:46.9053,state,working,1
3:09:47.9409,state,idle,0
3:09:47.9409,state,working,4
3:09:51.9299,state,idle,0
3:09:51.9299,state,working,8
3:09:59.9299,state,idle,0
3:09:59.9299,state,working,8
3:10:07.9299,state,idle,0
3:10:07.9299,state,working,29
3:10:36.6167,state,idle,0
3:10:36.6167,state,working,8
3:10:44.8654,state,idle,0
3:10:44.8654,state,working,1
3:10:45.6654,state,idle,0
3:10:45.6654,state,working,1
3:10:46.8859,state,idle,0
3:10:46.8859,state,working,11
3:10:57.8232,state,idle,0
3:10:57.8232,state,working,14
3:11:11.5759,state,idle,0
3:11:11.5759,state,working,1
3:11:12.3759,state,idle,0
3:11:12.3759,state,working,4
3:11:16.5517,state,idle,0
3:11:16.5517,state,working,7
3:11:23.5668,state,idle,0
3:11:23.5668,state,working,20
3:11:43.8181,state,idle,0
3:11:43.8181,state,working,3
3:11:47.0141,state,idle,0
3:11:47.0141,state,working,3
3:11:50.4384,state,idle,0
3:11:50.4384,state,working,5
3:11:55.8010,state,idle,0
3:11:55.8010,state,working,6
3:12:02.2372,state,idle,0
3:12:02.2372,state,working,8
3:12:09.9066,state,idle,0
3:12:09.9066,state,working,6
3:12:15.9299,state,idle,0
3:12:15.9299,state,working,13
3:12:29.1051,state,idle,0
3:12:29.1051,state,working,11
3:12:40.5487,state,idle,0
3:12:40.5487,state,working,1
3:12:41.3487,state,idle,0
3:12:41.3487,state,working,7
3:12:47.9299,state,idle,0
3:12:47.9299,state,working,15
3:13:03.1532,state,idle,0
3:13:03.1532,state,working,6
3:13:08.8892,state,idle,0
3:13:08.8892,state,working,4
3:13:12.4768,state,idle,0
3:13:12.4768,state,working,7
3:13:19.9299,state,idle,0
3:13:19.9299,state,working,8
3:13:27.9299,state,idle,0
3:13:27.9299,state,working,8
3:13:35.9299,state,idle,0
3:13:35.9299,state,working,11
3:13:46.5026,state,idle,0
3:13:46.5026,state,working,10
3:13:56.6977,state,idle,0
3:13:56.6977,state,working,6
3:14:02.9623,state,idle,0
3:14:02.9623,state,working,23
3:14:25.8403,state,idle,0
3:14:25.8403,state,working,19
3:14:45.0348,state,idle,0
3:14:45.0348,state,working,7
3:14:52.2305,state,idle,0
3:14:52.2305,state,working,8
3:15:00.6711,state,idle,0
3:15:00.6711,state,working,15
3:15:15.6604,state,idle,0
3:15:15.6604,state,working,10
3:15:25.7282,state,idle,0
3:15:25.7282,state,working,18
3:15:44.1750,state,idle,0
3:15:44.1750,state,working,5
3:15:49.6509,state,idle,0
3:15:49.6509,state,working,30
3:16:19.3368,state,idle,0
3:16:19.3368,state,working,16
3:16:35.1233,state,idle,0
3:16:35.1233,state,working,4
3:16:38.8463,state,idle,0
3:16:38.8463,state,working,20
3:16:58.6608,state,idle,0
3:16:58.6608,state,working,4
3:17:02.8107,state,idle,0
3:17:02.8107,state,working,4
3:17:06.8824,state,idle,0
3:17:06.8824,state,working,9
3:17:15.9406,state,idle,0
3:17:15.9406,state,working,5
3:17:20.6580,state,idle,0
3:17:20.6580,state,working,1
3:17:21.9957,state,idle,0
3:17:21.9957,state,working,5
3:17:27.2072,state,idle,0
3:17:27.2072,state,working,3
3:17:30.4605,state,idle,0
3:17:30.4605,state,working,6
3:17:36.1025,state,idle,0
3:17:36.1025,state,working,3
3:17:39.1176,state,idle,0
3:17:39.1176,state,working,3
3:17:41.6608,state,idle,0
3:17:41.6608,state,working,8
3:17:49.6608,state,idle,0
3:17:49.6608,state,working,21
3:18:11.1542,state,idle,0
3:18:11.1542,state,working,12
3:18:23.2230,state,idle,0
3:18:23.2230,state,working,3
3:18:26.3077,state,idle,0
3:18:26.3077,state,working,5
3:18:30.9111,state,idle,0
3:18:30.9111,state,working,1
3:18:31.7111,state,idle,0
3:18:31.7111,state,working,11
3:18:42.9252,state,idle,0
3:18:42.9252,state,working,3
3:18:45.6608,state,idle,0
3:18:45.6608,state,working,8
3:18:53.6608,state,idle,0
3:18:53.6608,state,working,8
3:19:01.6608,state,idle,0
3:19:01.6608,state,working,8
3:19:09.6608,state,idle,0
3:19:09.6608,state,working,8
3:19:17.6608,state,idle,0
3:19:17.6608,state,working,8
3:19:25.6608,state,idle,0
3:19:25.6608,state,working,8
3:19:33.6608,state,idle,0
3:19:33.6608,state,working,8
3:19:41.6608,state,idle,0
3:19:41.6608,state,working,8
3:19:49.6608,state,idle,0
3:19:49.6608,state,working,8
3:19:57.6608,state,idle,0
3:19:57.6608,state,working,8
3:20:05.6608,state,idle,0
3:20:05.6608,state,working,8
3:20:13.6608,state,idle,0
3:20:13.6608,state,working,8
3:20:21.6608,state,idle,0
3:20:21.6608,state,working,22
3:20:43.2883,state,idle,0
3:20:43.2883,state,working,2
3:20:45.3625,state,idle,0
3:20:45.3625,state,working,6
3:20:51.2025,state,idle,0
3:20:51.2025,state,working,15
3:21:06.4859,state,idle,0
3:21:06.4859,state,working,1
3:21:07.4259,state,idle,0
3:21:07.4259,state,working,11
3:21:18.3634,state,idle,0
3:21:18.3634,state,working,8
3:21:26.0073,state,idle,0
3:21:26.0073,state,working,5
3:21:31.2424,state,idle,0
3:21:31.2424,state,working,12
3:21:43.5082,state,idle,0
3:21:43.5082,state,working,17
3:22:00.9568,state,idle,0
3:22:00.9568,state,working,7
3:22:07.6734,state,idle,0
3:22:07.6734,state,working,3
3:22:10.4716,state,idle,0
3:22:10.4716,state,working,1
3:22:11.4683,state,idle,0
3:22:11.4683,state,working,27
3:22:38.3694,state,idle,0
3:22:38.3694,state,working,5
3:22:43.1640,state,idle,0
3:22:43.1640,state,working,18
3:23:00.8415,state,idle,0
3:23:00.8415,state,working,7
3:23:07.3748,state,idle,0
3:23:07.3748,state,working,7
3:23:14.4890,state,idle,0
3:23:14.4890,state,working,9
3:23:23.6148,state,idle,0
3:23:23.6148,state,working,13
3:23:36.8422,state,idle,0
3:23:36.8422,state,working,5
3:23:41.3957,state,idle,0
3:23:41.3957,state,working,15
3:23:55.9601,state,idle,0
3:23:55.9601,state,working,14
3:24:09.6943,state,idle,0
3:24:09.6943,state,working,4
3:24:13.8791,state,idle,0
3:24:13.8791,state,working,7
3:24:20.5302,state,idle,0
