time,type,value,duration
7:32:41.9554,state,idle,0
7:32:41.9554,state,working,3
7:32:44.9382,state,idle,0
7:32:44.9382,state,working,8
7:32:53.0408,state,idle,0
7:32:53.0408,state,working,3
7:32:55.8215,state,idle,0
7:32:55.8215,state,working,22
7:33:17.7198,state,idle,0
7:33:17.7198,state,working,3
7:33:20.9073,state,idle,0
7:33:20.9073,state,working,1
7:33:21.9513,state,idle,0
7:33:21.9513,state,working,14
7:33:36.3914,state,idle,0
7:33:36.3914,state,working,1
7:33:37.1914,state,idle,0
7:33:37.1914,state,working,17
7:33:53.9257,state,failed,49
7:34:42.5859,state,working,6
7:34:48.5493,state,idle,0
7:34:48.5493,state,working,16
7:35:04.7089,state,idle,0
7:35:04.7089,state,working,1
7:35:05.9389,state,idle,0
7:35:05.9389,state,working,2
7:35:08.2077,state,idle,0
7:35:08.2077,state,working,22
7:35:29.7666,state,idle,0
7:35:29.7666,state,working,11
7:35:40.3347,state,idle,0
7:35:40.3347,state,working,33
7:36:13.0166,state,idle,0
7:36:13.0166,state,working,3
7:36:16.1339,state,idle,0
7:36:16.1339,state,working,2
7:36:18.3987,state,idle,0
7:36:18.3987,state,working,3
7:36:20.9228,state,idle,0
7:36:20.9228,state,working,8
7:36:29.2168,state,idle,0
7:36:29.2168,state,working,14
7:36:42.9961,state,idle,0
7:36:42.9961,state,working,12
7:36:54.7132,state,idle,0
7:36:54.7132,state,working,10
7:37:04.8487,state,idle,0
7:37:04.8487,state,working,1
7:37:05.6487,state,idle,0
7:37:05.6487,state,working,1
7:37:06.4487,state,idle,0
7:37:06.4487,state,working,2
7:37:07.9740,state,idle,0
7:37:07.9740,state,working,1
7:37:08.9768,state,idle,0
7:37:08.9768,state,working,3
7:37:12.0166,state,idle,0
7:37:12.0166,state,working,10
7:37:21.6920,state,idle,0
7:37:21.6920,state,working,24
7:37:45.6696,state,idle,0
7:37:45.6696,state,working,8
7:37:53.1869,state,idle,0
7:37:53.1869,state,working,6
7:37:58.7256,state,idle,0
7:37:58.7256,state,working,1
7:37:59.8056,state,idle,0
7:37:59.8056,state,working,5
7:38:04.4900,state,failed,18
7:38:22.5455,state,working,9
7:38:31.2934,state,idle,0
7:38:31.2934,state,working,5
7:38:35.9720,state,idle,0
7:38:35.9720,state,working,14
7:38:49.5284,state,idle,0
7:38:49.5284,state,working,1
7:38:50.3284,state,idle,0
7:38:50.3284,state,working,6
7:38:56.4748,state,idle,0
7:38:56.4748,state,working,6
7:39:02.5041,state,idle,0
7:39:02.5041,state,working,25
7:39:27.9360,state,idle,0
7:39:27.9360,state,working,13
7:39:40.6452,state,idle,0
7:39:40.6452,state,working,18
7:39:58.2320,state,idle,0
7:39:58.2320,state,working,12
7:40:09.9865,state,idle,0
7:40:09.9865,state,working,5
7:40:15.2211,state,idle,0
7:40:15.2211,state,working,4
7:40:19.4252,state,idle,0
7:40:19.4252,state,working,17
7:40:36.8333,state,idle,0
7:40:36.8333,state,working,6
7:40:42.7805,state,idle,0
7:40:42.7805,state,working,21
7:41:03.3110,state,idle,0
7:41:03.3110,state,working,29
7:41:32.1252,state,idle,0
7:41:32.1252,state,working,1
7:41:32.9252,state,idle,0
7:41:32.9252,state,working,20
7:41:52.8882,state,idle,0
7:41:52.8882,state,working,3
7:41:56.2010,state,idle,0
7:41:56.2010,state,working,3
7:41:59.5708,state,idle,0
7:41:59.5708,state,working,12
7:42:11.1572,state,idle,0
7:42:11.1572,state,working,3
7:42:13.8840,state,idle,0
7:42:13.8840,state,working,3
7:42:17.0527,state,idle,0
7:42:17.0527,state,working,1
7:42:18.4514,state,idle,0
7:42:18.4514,state,working,1
7:42:19.8455,state,idle,0
7:42:19.8455,state,working,9
7:42:28.4905,state,idle,0
7:42:28.4905,state,working,14
7:42:42.2416,state,idle,0
7:42:42.2416,state,working,6
7:42:47.8990,state,idle,0
7:42:47.8990,state,working,24
7:43:11.4868,state,idle,0
7:43:11.4868,state,working,3
7:43:14.9501,state,idle,0
7:43:14.9501,state,working,3
7:43:17.7622,state,idle,0
7:43:17.7622,state,working,6
7:43:23.3431,state,idle,0
7:43:23.3431,state,working,4
7:43:27.6876,state,idle,0
7:43:27.6876,state,working,5
7:43:32.3505,state,idle,0
7:43:32.3505,state,working,12
7:43:44.5653,state,idle,0
7:43:44.5653,state,working,7
7:43:51.2167,state,idle,0
7:43:51.2167,state,working,6
7:43:57.5158,state,idle,0
7:43:57.5158,state,working,6
7:44:03.4692,state,idle,0
7:44:03.4692,state,working,4
7:44:07.4160,state,idle,0
7:44:07.4160,state,working,9
7:44:16.8512,state,idle,0
7:44:16.8512,state,working,8
7:44:25.1555,state,idle,0
7:44:25.1555,state,working,16
7:44:40.7792,state,idle,0
7:44:40.7792,state,working,1
7:44:41.5792,state,idle,0
7:44:41.5792,state,working,2
7:44:43.8882,state,idle,0
7:44:43.8882,state,working,8
7:44:52.1537,state,idle,0
7:44:52.1537,state,working,8
7:44:59.8882,state,idle,0
7:44:59.8882,state,working,11
7:45:10.8020,state,idle,0
7:45:10.8020,state,working,5
7:45:15.8882,state,idle,0
7:45:15.8882,state,working,8
7:45:23.8882,state,idle,0
7:45:23.8882,state,working,8
7:45:31.8882,state,idle,0
7:45:31.8882,state,working,8
7:45:39.8882,state,idle,0
7:45:39.8882,state,working,32
7:46:11.9706,state,idle,0
7:46:11.9706,state,working,4
7:46:16.2827,state,idle,0
7:46:16.2827,state,working,6
7:46:22.7282,state,idle,0
7:46:22.7282,state,working,22
7:46:44.9500,state,idle,0
7:46:44.9500,state,working,2
7:46:46.6841,state,idle,0
7:46:46.6841,state,working,19
7:47:05.6321,state,idle,0
7:47:05.6321,state,working,20
7:47:25.1576,state,idle,0
7:47:25.1576,state,working,6
7:47:30.8506,state,idle,0
7:47:30.8506,state,working,7
7:47:38.2310,state,idle,0
7:47:38.2310,state,working,1
7:47:39.1366,state,idle,0
7:47:39.1366,state,working,3
7:47:42.5374,state,idle,0
7:47:42.5374,state,working,6
7:47:48.7432,state,idle,0
7:47:48.7432,state,working,15
7:48:03.7671,state,idle,0
7:48:03.7671,state,working,2
7:48:05.3535,state,idle,0
7:48:05.3535,state,working,2
7:48:07.7396,state,idle,0
7:48:07.7396,state,working,6
7:48:13.5606,state,idle,0
7:48:13.5606,state,working,4
7:48:17.7456,state,idle,0
7:48:17.7456,state,working,1
7:48:18.5456,state,idle,0
7:48:18.5456,state,working,7
7:48:25.7895,state,idle,0
7:48:25.7895,state,working,8
7:48:33.7516,state,idle,0
7:48:33.7516,state,working,6
7:48:40.1576,state,idle,0
7:48:40.1576,state,working,8
7:48:48.1576,state,idle,0
7:48:48.1576,state,working,40
7:49:27.9945,state,idle,0
7:49:27.9945,state,working,13
7:49:40.9661,state,idle,0
7:49:40.9661,state,working,2
7:49:42.7449,state,idle,0
7:49:42.7449,state,working,6
7:49:48.9689,state,idle,0
7:49:48.9689,state,working,9
7:49:58.4527,state,idle,0
7:49:58.4527,state,working,13
7:50:11.4062,state,idle,0
7:50:11.4062,state,working,6
7:50:17.5293,state,idle,0
7:50:17.5293,state,working,17
7:50:34.2928,state,idle,0
7:50:34.2928,state,working,26
7:51:00.4642,state,idle,0
7:51:00.4642,state,working,4
7:51:04.5933,state,idle,0
7:51:04.5933,state,working,1
7:51:05.3933,state,idle,0
7:51:05.3933,state,working,17
7:51:22.3344,state,idle,0
7:51:22.3344,state,working,14
7:51:36.3173,state,idle,0
7:51:36.3173,state,working,1
7:51:37.4409,state,idle,0
7:51:37.4409,state,working,3
7:51:40.4796,state,idle,0
7:51:40.4796,state,working,18
7:51:58.2728,state,idle,0
7:51:58.2728,state,working,4
7:52:02.1171,state,idle,0
7:52:02.1171,state,working,3
7:52:05.1950,state,idle,0
7:52:05.1950,state,working,8
7:52:13.3272,state,idle,0
7:52:13.3272,state,working,27
7:52:40.2568,state,idle,0
7:52:40.2568,state,working,3
7:52:43.5926,state,idle,0
7:52:43.5926,state,working,3
7:52:46.6828,state,idle,0
7:52:46.6828,state,working,9
7:52:55.7049,state,idle,0
7:52:55.7049,state,working,2
7:52:58.0837,state,idle,0
7:52:58.0837,state,working,6
7:53:03.7062,state,idle,0
7:53:03.7062,state,working,12
7:53:16.1293,state,idle,0
7:53:16.1293,state,working,11
7:53:27.3133,state,idle,0
7:53:27.3133,state,working,2
7:53:28.9358,state,idle,0
7:53:28.9358,state,working,29
7:53:58.3843,state,idle,0
7:53:58.3843,state,working,7
7:54:05.2530,state,idle,0
7:54:05.2530,state,working,12
7:54:16.8621,state,idle,0
7:54:16.8621,state,working,2
7:54:19.0543,state,idle,0
7:54:19.0543,state,working,1
7:54:20.1409,state,idle,0
7:54:20.1409,state,working,13
7:54:32.8980,state,idle,0
7:54:32.8980,state,working,2
7:54:35.2635,state,idle,0
7:54:35.2635,state,working,1
7:54:36.2979,state,idle,0
7:54:36.2979,state,working,1
7:54:37.0979,state,idle,0
7:54:37.0979,state,working,8
7:54:44.8522,state,idle,0
7:54:44.8522,state,working,1
7:54:46.2524,state,idle,0
7:54:46.2524,state,working,13
7:54:59.4643,state,idle,0
7:54:59.4643,state,working,35
7:55:34.3804,state,idle,0
7:55:34.3804,state,working,13
7:55:47.1162,state,idle,0
7:55:47.1162,state,working,1
7:55:47.9162,state,idle,0
7:55:47.9162,state,working,1
7:55:48.7162,state,idle,0
7:55:48.7162,state,working,1
7:55:49.5162,state,idle,0
7:55:49.5162,state,working,5
7:55:55.0027,state,idle,0
7:55:55.0027,state,working,2
7:55:57.1063,state,idle,0
7:55:57.1063,state,working,8
7:56:04.7141,state,idle,0
7:56:04.7141,state,working,2
7:56:07.1865,state,idle,0
7:56:07.1865,state,working,17
7:56:24.1550,state,idle,0
7:56:24.1550,state,working,1
7:56:24.9585,state,idle,0
7:56:24.9585,state,working,6
7:56:31.3584,state,idle,0
7:56:31.3584,state,working,12
7:56:43.1475,state,idle,0
7:56:43.1475,state,working,4
7:56:47.1136,state,idle,0
7:56:47.1136,state,working,13
7:57:00.5937,state,idle,0
7:57:00.5937,state,working,30
7:57:30.9889,state,idle,0
7:57:30.9889,state,working,10
7:57:40.5744,state,idle,0
7:57:40.5744,state,working,6
7:57:46.7394,state,idle,0
7:57:46.7394,state,working,1
7:57:47.5394,state,idle,0
7:57:47.5394,state,working,4
7:57:51.7921,state,idle,0
7:57:51.7921,state,working,12
7:58:04.2709,state,idle,0
7:58:04.2709,state,working,8
7:58:12.2974,state,idle,0
7:58:12.2974,state,working,19
7:58:30.8011,state,idle,0
7:58:30.8011,state,working,8
7:58:38.8532,state,idle,0
7:58:38.8532,state,working,12
7:58:51.1053,state,idle,0
7:58:51.1053,state,working,7
7:58:58.2223,state,idle,0
7:58:58.2223,state,working,6
7:59:04.1530,state,idle,0
7:59:04.1530,state,working,7
7:59:11.6412,state,idle,0
7:59:11.6412,state,working,11
7:59:22.2607,state,idle,0
7:59:22.2607,state,working,1
7:59:23.4916,state,idle,0
7:59:23.4916,state,working,7
7:59:30.0118,state,idle,0
7:59:30.0118,state,working,5
7:59:34.5348,state,idle,0
7:59:34.5348,state,working,5
7:59:39.4172,state,idle,0
7:59:39.4172,state,working,1
7:59:40.4781,state,idle,0
7:59:40.4781,state,working,8
7:59:48.0955,state,idle,0
7:59:48.0955,state,working,10
7:59:58.2295,state,idle,0
7:59:58.2295,state,working,4
8:00:02.0988,state,idle,0
8:00:02.0988,state,working,2
8:00:03.9083,state,idle,0
8:00:03.9083,state,working,3
8:00:06.9575,state,idle,0
8:00:06.9575,state,working,12
8:00:19.2487,state,idle,0
8:00:19.2487,state,working,3
8:00:22.1162,state,idle,0
8:00:22.1162,state,working,8
8:00:30.1162,state,idle,0
8:00:30.1162,state,working,8
8:00:38.1162,state,idle,0
8:00:38.1162,state,working,8
8:00:46.1162,state,idle,0
8:00:46.1162,state,working,9
8:00:55.0144,state,idle,0
8:00:55.0144,state,working,7
8:01:02.1162,state,idle,0
8:01:02.1162,state,working,8
8:01:10.1162,state,idle,0
8:01:10.1162,state,working,8
8:01:18.1162,state,idle,0
8:01:18.1162,state,working,8
8:01:26.1162,state,idle,0
8:01:26.1162,state,working,8
8:01:34.1162,state,idle,0
8:01:34.1162,state,working,8
8:01:42.1162,state,idle,0
8:01:42.1162,state,working,8
8:01:50.1162,state,idle,0
8:01:50.1162,state,working,8
8:01:58.1162,state,idle,0
8:01:58.1162,state,working,8
8:02:06.1162,state,idle,0
8:02:06.1162,state,working,8
8:02:14.1162,state,idle,0
8:02:14.1162,state,working,8
8:02:22.1162,state,idle,0
8:02:22.1162,state,working,13
8:02:35.0429,state,idle,0
8:02:35.0429,state,working,3
8:02:38.1162,state,idle,0
8:02:38.1162,state,working,8
8:02:46.1162,state,idle,0
8:02:46.1162,state,working,8
8:02:54.1162,state,idle,0
8:02:54.1162,state,working,8
8:03:02.1162,state,idle,0
8:03:02.1162,state,working,8
8:03:10.1162,state,idle,0
8:03:10.1162,state,working,8
8:03:18.1162,state,idle,0
8:03:18.1162,state,working,8
8:03:26.1162,state,idle,0
8:03:26.1162,state,working,8
8:03:34.1162,state,idle,0
8:03:34.1162,state,working,8
8:03:42.1162,state,idle,0
8:03:42.1162,state,working,8
8:03:50.1162,state,idle,0
8:03:50.1162,state,working,8
8:03:58.1162,state,idle,0
8:03:58.1162,state,working,8
8:04:06.1162,state,idle,0
8:04:06.1162,state,working,15
8:04:20.9295,state,idle,0
8:04:20.9295,state,working,1
8:04:22.1162,state,idle,0
8:04:22.1162,state,working,8
8:04:30.1162,state,idle,0
8:04:30.1162,state,working,8
8:04:38.1162,state,idle,0
8:04:38.1162,state,working,8
8:04:46.1162,state,idle,0
8:04:46.1162,state,working,8
8:04:54.1162,state,idle,0
8:04:54.1162,state,working,8
8:05:02.1162,state,idle,0
8:05:02.1162,state,working,12
8:05:13.7488,state,idle,0
8:05:13.7488,state,working,4
8:05:18.1162,state,idle,0
8:05:18.1162,state,working,8
8:05:26.1162,state,idle,0
8:05:26.1162,state,working,13
8:05:39.0623,state,idle,0
8:05:39.0623,state,working,5
8:05:43.5648,state,idle,0
8:05:43.5648,state,working,7
8:05:50.1162,state,idle,0
8:05:50.1162,state,working,8
8:05:58.1162,state,idle,0
8:05:58.1162,state,working,16
8:06:13.7594,state,idle,0
8:06:13.7594,state,working,8
8:06:21.9363,state,idle,0
8:06:21.9363,state,working,1
8:06:22.7363,state,idle,0
8:06:22.7363,state,working,20
8:06:42.6504,state,idle,0
8:06:42.6504,state,working,1
8:06:43.4504,state,idle,0
8:06:43.4504,state,working,40
8:07:23.1630,state,idle,0
8:07:23.1630,state,working,1
8:07:23.9630,state,idle,0
8:07:23.9630,state,working,12
8:07:35.4681,state,idle,0
8:07:35.4681,state,working,6
8:07:41.3846,state,idle,0
8:07:41.3846,state,working,5
8:07:46.0943,state,idle,0
8:07:46.0943,state,working,8
8:07:54.2605,state,idle,0
8:07:54.2605,state,working,13
8:08:07.3114,state,idle,0
8:08:07.3114,state,working,2
8:08:09.1735,state,idle,0
8:08:09.1735,state,working,6
8:08:15.2319,state,idle,0
8:08:15.2319,state,working,3
8:08:18.6723,state,idle,0
8:08:18.6723,state,working,2
8:08:20.8738,state,idle,0
8:08:20.8738,state,working,3
8:08:23.8719,state,idle,0
8:08:23.8719,state,working,1
8:08:24.8596,state,idle,0
8:08:24.8596,state,working,5
8:08:30.1630,state,idle,0
8:08:30.1630,state,working,8
8:08:38.1630,state,idle,0
8:08:38.1630,state,working,8
8:08:46.1630,state,idle,0
8:08:46.1630,state,working,26
8:09:12.6169,state,idle,0
8:09:12.6169,state,working,30
8:09:42.7165,state,idle,0
8:09:42.7165,state,working,3
8:09:46.1790,state,idle,0
8:09:46.1790,state,working,4
8:09:49.7704,state,idle,0
8:09:49.7704,state,working,4
8:09:53.2772,state,idle,0
8:09:53.2772,state,working,8
8:10:01.2112,state,idle,0
8:10:01.2112,state,working,1
8:10:02.5411,state,idle,0
8:10:02.5411,state,working,11
8:10:13.7500,state,idle,0
8:10:13.7500,state,working,10
8:10:23.4476,state,idle,0
8:10:23.4476,state,working,23
8:10:46.3861,state,idle,0
8:10:46.3861,state,working,8
8:10:54.0185,state,idle,0
8:10:54.0185,state,working,2
8:10:56.3911,state,idle,0
8:10:56.3911,state,working,16
8:11:12.4945,state,idle,0
8:11:12.4945,state,working,5
8:11:17.7519,state,idle,0
8:11:17.7519,state,working,16
8:11:33.3228,state,idle,0
8:11:33.3228,state,working,3
8:11:36.6791,state,idle,0
8:11:36.6791,state,working,2
8:11:38.8232,state,idle,0
8:11:38.8232,state,working,2
8:11:40.5942,state,idle,0
8:11:40.5942,state,working,3
8:11:43.1751,state,idle,0
8:11:43.1751,state,working,8
8:11:51.2458,state,idle,0
8:11:51.2458,state,working,1
8:11:52.2453,state,idle,0
8:11:52.2453,state,working,16
8:12:08.6781,state,idle,0
8:12:08.6781,state,working,6
8:12:14.3393,state,idle,0
8:12:14.3393,state,working,12
8:12:26.5913,state,idle,0
8:12:26.5913,state,working,1
8:12:27.3913,state,idle,0
8:12:27.3913,state,working,4
8:12:31.6900,state,idle,0
8:12:31.6900,state,working,31
8:13:02.4166,state,idle,0
8:13:02.4166,state,working,1
8:13:03.4737,state,idle,0
8:13:03.4737,state,working,3
8:13:06.7032,state,idle,0
8:13:06.7032,state,working,2
8:13:08.8051,state,idle,0
8:13:08.8051,state,working,12
8:13:20.3125,state,idle,0
8:13:20.3125,state,working,21
8:13:41.1760,state,idle,0
8:13:41.1760,state,working,15
8:13:56.0882,state,idle,0
8:13:56.0882,state,working,1
8:13:57.3656,state,idle,0
8:13:57.3656,state,working,13
8:14:10.6105,state,idle,0
8:14:10.6105,state,working,29
8:14:40.0077,state,idle,0
8:14:40.0077,state,working,4
8:14:43.7921,state,idle,0
8:14:43.7921,state,working,12
8:14:55.3563,state,idle,0
8:14:55.3563,state,working,20
8:15:15.7815,state,idle,0
8:15:15.7815,state,working,0
8:15:15.7913,state,failed,41
8:15:56.4641,state,working,2
8:15:57.9724,state,idle,0
8:15:57.9724,state,working,1
8:15:58.8611,state,idle,0
8:15:58.8611,state,working,1
8:16:00.2211,state,idle,0
8:16:00.2211,state,working,4
8:16:04.3944,state,idle,0
8:16:04.3944,state,working,12
8:16:16.4886,state,idle,0
8:16:16.4886,state,working,21
8:16:37.3523,state,idle,0
8:16:37.3523,state,working,26
8:17:03.0382,state,idle,0
8:17:03.0382,state,working,12
8:17:15.0652,state,idle,0
8:17:15.0652,state,working,10
8:17:24.8340,state,idle,0
8:17:24.8340,state,working,2
8:17:27.1456,state,idle,0
8:17:27.1456,state,working,7
8:17:34.1405,state,idle,0
8:17:34.1405,state,working,38
8:18:11.7852,state,idle,0
8:18:11.7852,state,working,1
8:18:13.1022,state,idle,0
8:18:13.1022,state,working,9
8:18:22.0707,state,idle,0
8:18:22.0707,state,working,4
8:18:25.6863,state,idle,0
8:18:25.6863,state,working,3
8:18:28.4418,state,idle,0
8:18:28.4418,state,working,1
8:18:29.5672,state,idle,0
8:18:29.5672,state,working,3
8:18:32.6465,state,idle,0
8:18:32.6465,state,working,1
8:18:33.4465,state,idle,0
8:18:33.4465,state,working,6
8:18:39.5580,state,idle,0
8:18:39.5580,state,working,7
8:18:46.7852,state,idle,0
8:18:46.7852,state,working,8
8:18:55.1580,state,idle,0
8:18:55.1580,state,working,11
8:19:06.3352,state,idle,0
8:19:06.3352,state,working,4
8:19:10.7852,state,idle,0
8:19:10.7852,state,working,8
8:19:18.7852,state,idle,0
8:19:18.7852,state,working,8
8:19:26.7852,state,idle,0
8:19:26.7852,state,working,8
8:19:34.7852,state,idle,0
8:19:34.7852,state,working,8
8:19:42.7852,state,idle,0
8:19:42.7852,state,working,8
8:19:50.7852,state,idle,0
8:19:50.7852,state,working,12
8:20:02.9725,state,idle,0
8:20:02.9725,state,working,4
8:20:06.7852,state,idle,0
8:20:06.7852,state,working,8
8:20:14.7852,state,idle,0
8:20:14.7852,state,working,8
8:20:22.7852,state,idle,0
8:20:22.7852,state,working,30
8:20:53.1862,state,idle,0
8:20:53.1862,state,working,4
8:20:57.2676,state,idle,0
8:20:57.2676,state,working,7
8:21:04.0949,state,idle,0
8:21:04.0949,state,working,4
8:21:07.8064,state,idle,0
8:21:07.8064,state,working,1
8:21:08.6064,state,idle,0
8:21:08.6064,state,working,55
8:22:03.2455,state,idle,0
8:22:03.2455,state,working,10
8:22:13.1353,state,idle,0
8:22:13.1353,state,working,5
8:22:18.1069,state,idle,0
8:22:18.1069,state,working,1
8:22:18.9069,state,idle,0
8:22:18.9069,state,working,7
8:22:26.0963,state,idle,0
8:22:26.0963,state,working,8
8:22:34.1206,state,idle,0
8:22:34.1206,state,working,19
8:22:53.6062,state,idle,0
8:22:53.6062,state,working,6
8:22:59.2029,state,idle,0
8:22:59.2029,state,working,1
8:23:00.0029,state,idle,0
8:23:00.0029,state,working,4
8:23:03.5173,state,idle,0
8:23:03.5173,state,working,10
8:23:13.3937,state,idle,0
8:23:13.3937,state,working,51
8:24:04.4900,state,idle,0
8:24:04.4900,state,working,1
8:24:05.2900,state,idle,0
8:24:05.2900,state,working,4
8:24:09.7840,state,idle,0
8:24:09.7840,state,working,8
8:24:17.7119,state,idle,0
8:24:17.7119,state,working,21
8:24:39.0516,state,idle,0
8:24:39.0516,state,working,2
8:24:41.2629,state,idle,0
8:24:41.2629,state,working,8
8:24:49.1714,state,idle,0
8:24:49.1714,state,working,7
8:24:56.1132,state,idle,0
8:24:56.1132,state,working,8
8:25:04.0912,state,idle,0
8:25:04.0912,state,working,4
8:25:07.7046,state,idle,0
8:25:07.7046,state,working,1
8:25:09.0080,state,idle,0
8:25:09.0080,state,working,5
8:25:13.7579,state,idle,0
8:25:13.7579,state,working,41
8:25:55.1912,state,idle,0
8:25:55.1912,state,working,8
8:26:03.2035,state,idle,0
8:26:03.2035,state,working,2
8:26:05.0024,state,idle,0
8:26:05.0024,state,working,1
8:26:06.1209,state,idle,0
8:26:06.1209,state,working,6
8:26:12.1215,state,idle,0
8:26:12.1215,state,working,16
8:26:28.0271,state,idle,0
8:26:28.0271,state,working,4
8:26:32.3269,state,idle,0
8:26:32.3269,state,working,14
8:26:46.3784,state,idle,0
8:26:46.3784,state,working,12
8:26:58.7369,state,idle,0
8:26:58.7369,state,working,3
8:27:01.3760,state,idle,0
8:27:01.3760,state,working,3
8:27:04.4038,state,idle,0
8:27:04.4038,state,working,2
8:27:06.6378,state,idle,0
8:27:06.6378,state,working,10
8:27:16.4870,state,idle,0
8:27:16.4870,state,working,13
8:27:29.9811,state,idle,0
8:27:29.9811,state,working,2
8:27:32.0115,state,idle,0
8:27:32.0115,state,working,29
8:28:00.9519,state,idle,0
8:28:00.9519,state,working,7
8:28:07.6121,state,idle,0
8:28:07.6121,state,working,11
8:28:18.4602,state,idle,0
8:28:18.4602,state,working,17
8:28:35.8746,state,idle,0
8:28:35.8746,state,working,3
8:28:38.3775,state,idle,0
8:28:38.3775,state,working,6
8:28:44.7007,state,idle,0
8:28:44.7007,state,working,1
8:28:45.5007,state,idle,0
8:28:45.5007,state,working,3
8:28:48.4868,state,idle,0
8:28:48.4868,state,working,6
8:28:54.7151,state,idle,0
8:28:54.7151,state,working,2
8:28:56.5756,state,idle,0
8:28:56.5756,state,working,1
8:28:57.3756,state,idle,0
8:28:57.3756,state,working,13
8:29:09.9530,state,idle,0
8:29:09.9530,state,working,34
8:29:44.2996,state,idle,0
8:29:44.2996,state,working,10
8:29:54.6698,state,idle,0
8:29:54.6698,state,working,4
8:29:58.5456,state,idle,0
8:29:58.5456,state,working,2
8:30:00.5616,state,idle,0
8:30:00.5616,state,working,8
8:30:08.1126,state,idle,0
8:30:08.1126,state,working,2
8:30:10.2561,state,idle,0
8:30:10.2561,state,working,2
8:30:11.9362,state,idle,0
8:30:11.9362,state,working,3
8:30:15.1317,state,idle,0
8:30:15.1317,state,working,3
8:30:17.6645,state,idle,0
8:30:17.6645,state,working,26
8:30:43.9441,state,idle,0
8:30:43.9441,state,working,6
8:30:49.5346,state,idle,0
8:30:49.5346,state,working,28
8:31:17.0520,state,idle,0
8:31:17.0520,state,working,6
8:31:23.2191,state,idle,0
8:31:23.2191,state,working,3
8:31:26.1723,state,idle,0
8:31:26.1723,state,working,4
8:31:30.3888,state,idle,0
8:31:30.3888,state,working,39
8:32:09.3241,state,idle,0
8:32:09.3241,state,working,6
8:32:15.6151,state,idle,0
8:32:15.6151,state,working,20
8:32:35.9962,state,idle,0
8:32:35.9962,state,working,1
8:32:37.3853,state,idle,0
8:32:37.3853,state,working,1
8:32:38.8206,state,idle,0
8:32:38.8206,state,working,10
8:32:49.2420,state,idle,0
8:32:49.2420,state,working,1
8:32:50.5025,state,idle,0
8:32:50.5025,state,working,2
8:32:52.1165,state,idle,0
8:32:52.1165,state,working,9
8:33:01.1810,state,idle,0
8:33:01.1810,state,working,4
8:33:05.0248,state,idle,0
8:33:05.0248,state,working,1
8:33:05.8248,state,idle,0
8:33:05.8248,state,working,5
8:33:10.9962,state,idle,0
8:33:10.9962,state,working,8
8:33:18.9962,state,idle,0
8:33:18.9962,state,working,8
8:33:26.9962,state,idle,0
8:33:26.9962,state,working,8
8:33:34.9962,state,idle,0
8:33:34.9962,state,working,8
8:33:42.9962,state,idle,0
8:33:42.9962,state,working,10
8:33:52.9910,state,idle,0
8:33:52.9910,state,working,11
8:34:04.2904,state,idle,0
8:34:04.2904,state,working,10
8:34:14.7096,state,idle,0
8:34:14.7096,state,working,22
8:34:36.2743,state,idle,0
8:34:36.2743,state,working,14
8:34:50.6328,state,idle,0
8:34:50.6328,state,working,4
8:34:54.3857,state,idle,0
8:34:54.3857,state,working,1
8:34:55.1857,state,idle,0
8:34:55.1857,state,working,14
8:35:09.1126,state,idle,0
8:35:09.1126,state,working,20
8:35:29.2764,state,idle,0
8:35:29.2764,state,working,3
8:35:31.8762,state,idle,0
8:35:31.8762,state,working,12
8:35:43.4288,state,idle,0
8:35:43.4288,state,working,6
8:35:49.5986,state,idle,0
8:35:49.5986,state,working,2
8:35:51.2314,state,idle,0
8:35:51.2314,state,working,12
8:36:03.2376,state,idle,0
8:36:03.2376,state,working,17
8:36:20.6835,state,idle,0
8:36:20.6835,state,working,7
8:36:27.5779,state,idle,0
8:36:27.5779,state,working,17
8:36:44.0903,state,idle,0
8:36:44.0903,state,working,3
8:36:47.2611,state,idle,0
8:36:47.2611,state,working,12
8:36:59.5436,state,idle,0
8:36:59.5436,state,working,2
8:37:01.1391,state,idle,0
8:37:01.1391,state,working,18
8:37:19.1028,state,idle,0
8:37:19.1028,state,working,25
8:37:43.9605,state,idle,0
8:37:43.9605,state,working,33
8:38:17.2678,state,idle,0
8:38:17.2678,state,working,23
8:38:39.8106,state,idle,0
8:38:39.8106,state,working,35
8:39:14.6616,state,idle,0
8:39:14.6616,state,working,6
8:39:20.6962,state,idle,0
8:39:20.6962,state,working,5
8:39:25.3912,state,idle,0
8:39:25.3912,state,working,1
8:39:26.1912,state,idle,0
8:39:26.1912,state,working,1
8:39:27.3654,state,idle,0
8:39:27.3654,state,working,15
8:39:42.5701,state,idle,0
8:39:42.5701,state,working,6
8:39:48.3361,state,idle,0
8:39:48.3361,state,working,3
8:39:51.6532,state,idle,0
8:39:51.6532,state,working,5
8:39:56.5889,state,idle,0
8:39:56.5889,state,working,7
8:40:03.6433,state,idle,0
8:40:03.6433,state,working,21
8:40:24.4614,state,idle,0
8:40:24.4614,state,working,2
8:40:26.6637,state,idle,0
8:40:26.6637,state,working,12
8:40:38.2872,state,idle,0
8:40:38.2872,state,working,1
8:40:39.0872,state,idle,0
8:40:39.0872,state,working,5
8:40:44.5777,state,idle,0
8:40:44.5777,state,working,7
8:40:51.0951,state,idle,0
8:40:51.0951,state,working,3
